id,name,type,summary,difficulty,stars,starVotes,location,url,imgSqSmall,imgSmall,imgSmallMed,imgMedium,length,ascent,descent,high,low,longitude,latitude,conditionStatus,conditionDetails,conditionDate
7030170,Lord of the Ridges Loop,Recommended Route,A loop around South Hills with lots of climbing.,blueBlack,4.3,6,"Loma Linda, California",https://www.mtbproject.com/trail/7030170/lord-of-the-ridges-loop,https://cdn2.apstatic.com/photos/mtb/7024216_sqsmall_1554933594.jpg,https://cdn2.apstatic.com/photos/mtb/7024216_small_1554933594.jpg,https://cdn2.apstatic.com/photos/mtb/7024216_smallMed_1554933594.jpg,https://cdn2.apstatic.com/photos/mtb/7024216_medium_1554933594.jpg,6.2,791,-793,2119,1352,-117.2424,34.0374,All Clear,Dry,2020-10-09 00:27:12
7012620,Girard/McMenemy DH,Recommended Route,"A fun DH run with a good mix of flow and switchbacks, ending at San Ysidro Trail.",blueBlack,4.5,4,"Montecito, California",https://www.mtbproject.com/trail/7012620/girardmcmenemy-dh,https://cdn2.apstatic.com/photos/mtb/7009072_sqsmall_1554829977.jpg,https://cdn2.apstatic.com/photos/mtb/7009072_small_1554829977.jpg,https://cdn2.apstatic.com/photos/mtb/7009072_smallMed_1554829977.jpg,https://cdn2.apstatic.com/photos/mtb/7009072_medium_1554829977.jpg,1.4,45,-751,1385,635,-119.631,34.4573,Unknown,null,1970-01-01 00:00:00
5655007,San Clemente/Rose Canyons,Recommended Route,An out and back ride with great scenery.,blue,3.1,27,"La Jolla, California",https://www.mtbproject.com/trail/5655007/san-clementerose-canyons,https://cdn2.apstatic.com/photos/mtb/7018776_sqsmall_1554918878.jpg,https://cdn2.apstatic.com/photos/mtb/7018776_small_1554918878.jpg,https://cdn2.apstatic.com/photos/mtb/7018776_smallMed_1554918878.jpg,https://cdn2.apstatic.com/photos/mtb/7018776_medium_1554918878.jpg,15.9,628,-627,344,89,-117.2318,32.8326,All Clear,"Dry - Not a great trail, but at least it's clear. Directions really should mention that you cross the railroad through a storm drain towards the end of the ride.",2020-09-05 13:59:35
7023175,10-Mile Romp,Recommended Route,"The perfect ride; climb out, downhill back.",blue,4.2,9,"Yuma, Arizona",https://www.mtbproject.com/trail/7023175/10-mile-romp,https://cdn2.apstatic.com/photos/mtb/7021844_sqsmall_1554929606.jpg,https://cdn2.apstatic.com/photos/mtb/7021844_small_1554929606.jpg,https://cdn2.apstatic.com/photos/mtb/7021844_smallMed_1554929606.jpg,https://cdn2.apstatic.com/photos/mtb/7021844_medium_1554929606.jpg,9.6,642,-647,671,178,-114.4961,32.7589,All Clear,Dry - The trails have cleared out w/less gravel and are more defined than earlier this year. Looks great!,2020-10-19 09:27:17
7052387,Aliso Enduro Session,Recommended Route,"18 miles in Aliso Woods: Lynx, 5 Oaks, Rock-It Trail, Car Wreck",dblack,4.5,2,"Aliso Viejo, California",https://www.mtbproject.com/trail/7052387/aliso-enduro-session,https://cdn2.apstatic.com/photos/mtb/7015812_sqsmall_1554913335.jpg,https://cdn2.apstatic.com/photos/mtb/7015812_small_1554913335.jpg,https://cdn2.apstatic.com/photos/mtb/7015812_smallMed_1554913335.jpg,https://cdn2.apstatic.com/photos/mtb/7015812_medium_1554913335.jpg,17.3,2553,-2577,816,205,-117.7444,33.5855,All Clear,Dry,2020-09-07 11:15:03
7033774,Mt. Wilson Enduro Loop,Recommended Route,A whole day epic that will take your breath away!,black,4.2,6,"Monrovia, California",https://www.mtbproject.com/trail/7033774/mt-wilson-enduro-loop,https://cdn2.apstatic.com/photos/mtb/7033509_sqsmall_1570501062.jpg,https://cdn2.apstatic.com/photos/mtb/7033509_small_1570501062.jpg,https://cdn2.apstatic.com/photos/mtb/7033509_smallMed_1570501062.jpg,https://cdn2.apstatic.com/photos/mtb/7033509_medium_1570501062.jpg,32.5,6479,-6487,5696,508,-117.9914,34.1729,Unknown,null,1970-01-01 00:00:00
7052937,Whiting-Cactus Loop,Recommended Route,"This is a great ride for adventurous and thrill-seeking people, and it has a wide variety of trails and tracks.",blue,4.5,2,"Foothill Ranch, California",https://www.mtbproject.com/trail/7052937/whiting-cactus-loop,https://cdn2.apstatic.com/photos/mtb/7033770_sqsmall_1572232250.jpg,https://cdn2.apstatic.com/photos/mtb/7033770_small_1572232250.jpg,https://cdn2.apstatic.com/photos/mtb/7033770_smallMed_1572232250.jpg,https://cdn2.apstatic.com/photos/mtb/7033770_medium_1572232250.jpg,5.7,670,-671,1437,800,-117.6535,33.6718,All Clear,Dry,2020-07-18 08:48:17
7048931,Catalina Island Dirt / Gravel Ride,Recommended Route,Beautiful vistas with not many flat spots.,blueBlack,4.5,2,"Avalon, California",https://www.mtbproject.com/trail/7048931/catalina-island-dirt-gravel-ride,https://cdn2.apstatic.com/photos/mtb/7031140_sqsmall_1557723532.jpg,https://cdn2.apstatic.com/photos/mtb/7031140_small_1557723532.jpg,https://cdn2.apstatic.com/photos/mtb/7031140_smallMed_1557723532.jpg,https://cdn2.apstatic.com/photos/mtb/7031140_medium_1557723532.jpg,35.6,4463,-4385,1617,88,-118.3309,33.3467,All Clear,Such a shame that all of Catalina is fire road.  Potential for world-class singletrack riding if they ever decide that mountain biking is not a crime.,2020-10-12 14:31:25
4863624,Saddleback Mountain Shuttle Ride,Recommended Route,"An all-day adventure to the top of Orange County's tallest mountain, plus 4800 ft of downhill.",black,4.2,6,"Trabuco Canyon, California",https://www.mtbproject.com/trail/4863624/saddleback-mountain-shuttle-ride,https://cdn2.apstatic.com/photos/mtb/7001285_sqsmall_1554401392.jpg,https://cdn2.apstatic.com/photos/mtb/7001285_small_1554401392.jpg,https://cdn2.apstatic.com/photos/mtb/7001285_smallMed_1554401392.jpg,https://cdn2.apstatic.com/photos/mtb/7001285_medium_1554401392.jpg,24.1,3947,-4781,5644,1008,-117.583,33.7477,All Clear,Dry,2020-08-29 08:36:56
7016103,Corral Canyon Out and Back,Recommended Route,Considered intermediate due to sections of steep climbing. There is no shame in walking though.,blueBlack,4.2,11,"Malibu, California",https://www.mtbproject.com/trail/7016103/corral-canyon-out-and-back,https://cdn2.apstatic.com/photos/mtb/7006212_sqsmall_1554824784.jpg,https://cdn2.apstatic.com/photos/mtb/7006212_small_1554824784.jpg,https://cdn2.apstatic.com/photos/mtb/7006212_smallMed_1554824784.jpg,https://cdn2.apstatic.com/photos/mtb/7006212_medium_1554824784.jpg,12.3,2095,-2095,2350,1541,-118.8153,34.0761,All Clear,,2020-09-27 21:01:57
7001922,Backbone Trail: Zuma Ridge to Encincal,Recommended Route,"One of the best shuttle descents on the Backbone Trail, coupled with great scenery.",blueBlack,4.4,5,"Thousand Oaks, California",https://www.mtbproject.com/trail/7001922/backbone-trail-zuma-ridge-to-encincal,,,,,2.4,345,-685,1823,1138,-118.8388,34.0873,Unknown,null,1970-01-01 00:00:00
5510662,Blackstar,Recommended Route,"A scenic, dirt road climb to a historic landmark and a space-age dopler dome.",blue,3.7,18,"Foothill Ranch, California",https://www.mtbproject.com/trail/5510662/blackstar,https://cdn2.apstatic.com/photos/mtb/7033769_sqsmall_1572232170.jpg,https://cdn2.apstatic.com/photos/mtb/7033769_small_1572232170.jpg,https://cdn2.apstatic.com/photos/mtb/7033769_smallMed_1572232170.jpg,https://cdn2.apstatic.com/photos/mtb/7033769_medium_1572232170.jpg,15.4,2336,-2337,3002,863,-117.678,33.7642,All Clear,Dry,2020-10-16 14:33:37
7033601,Oakmont Park,Recommended Route,This ride combines some of the best trails in Redlands in one place.,blue,4.5,2,"Calimesa, California",https://www.mtbproject.com/trail/7033601/oakmont-park,https://cdn2.apstatic.com/photos/mtb/7024247_sqsmall_1555000835.jpg,https://cdn2.apstatic.com/photos/mtb/7024247_small_1555000835.jpg,https://cdn2.apstatic.com/photos/mtb/7024247_smallMed_1555000835.jpg,https://cdn2.apstatic.com/photos/mtb/7024247_medium_1555000835.jpg,3.9,405,-435,2174,1930,-117.1225,34.013,All Clear,Dry,2020-10-17 13:01:11
7012746,The Elings Loop,Recommended Route,"The best Elings Park MTB tour, and previous Kenda Cup XC race course.",blue,3.8,15,"Santa Barbara, California",https://www.mtbproject.com/trail/7012746/the-elings-loop,https://cdn2.apstatic.com/photos/mtb/7036895_sqsmall_1598998855.jpg,https://cdn2.apstatic.com/photos/mtb/7036895_small_1598998855.jpg,https://cdn2.apstatic.com/photos/mtb/7036895_smallMed_1598998855.jpg,https://cdn2.apstatic.com/photos/mtb/7036895_medium_1598998855.jpg,5.2,726,-715,405,61,-119.7355,34.4061,All Clear,Dry,2020-09-22 19:45:21
7012577,Santiago Truck Trail to Old Camp,Recommended Route,"An out-and-back, semi-technical, scenic ride that takes you to the historic Old Camp.",black,4.2,6,"Portola Hills, California",https://www.mtbproject.com/trail/7012577/santiago-truck-trail-to-old-camp,https://i.vimeocdn.com/video/555401835_640.jpg,https://i.vimeocdn.com/video/555401835_640.jpg,https://i.vimeocdn.com/video/555401835_640.jpg,https://i.vimeocdn.com/video/555401835_640.jpg,17.3,2501,-2501,3155,1400,-117.6339,33.6976,All Clear,Dry,2020-09-20 15:26:45
7003855,Ridge Rollercoaster Romance,Recommended Route,The most picturesque and romantic roller coaster ride of Laguna Beach.,blue,3.6,16,"Laguna Beach, California",https://www.mtbproject.com/trail/7003855/ridge-rollercoaster-romance,https://img.youtube.com/vi/daeUUdQnmwo/hqdefault.jpg,https://img.youtube.com/vi/daeUUdQnmwo/hqdefault.jpg,https://img.youtube.com/vi/daeUUdQnmwo/hqdefault.jpg,https://img.youtube.com/vi/daeUUdQnmwo/hqdefault.jpg,15.9,2040,-2041,960,159,-117.7967,33.5507,All Clear,Dry,2020-10-11 13:33:45
744698,Elfin Forest,Recommended Route,A great weekday ride.,black,3.6,17,"San Marcos, California",https://www.mtbproject.com/trail/744698/elfin-forest,https://cdn2.apstatic.com/photos/mtb/6167856_sqsmall_1554390966.jpg,https://cdn2.apstatic.com/photos/mtb/6167856_small_1554390966.jpg,https://cdn2.apstatic.com/photos/mtb/6167856_smallMed_1554390966.jpg,https://cdn2.apstatic.com/photos/mtb/6167856_medium_1554390966.jpg,9.6,1957,-1929,1330,505,-117.1451,33.0867,All Clear,Dry,2020-08-05 21:37:06
7036765,Santa Ysabel/Kanaka Flats,Recommended Route,A scenic fire road ride that offers a good workout.,blueBlack,4.3,3,"Julian, California",https://www.mtbproject.com/trail/7036765/santa-ysabelkanaka-flats,https://cdn2.apstatic.com/photos/mtb/7030790_sqsmall_1555359756.jpg,https://cdn2.apstatic.com/photos/mtb/7030790_small_1555359756.jpg,https://cdn2.apstatic.com/photos/mtb/7030790_smallMed_1555359756.jpg,https://cdn2.apstatic.com/photos/mtb/7030790_medium_1555359756.jpg,18,2936,-2933,4269,2925,-116.6786,33.1266,Unknown,null,1970-01-01 00:00:00
3835806,Wildwood Loop,Recommended Route,A great weekday ride that combines short steep climbs with fast flowy downhill.,blueBlack,3.7,14,"Casa Conejo, California",https://www.mtbproject.com/trail/3835806/wildwood-loop,https://cdn2.apstatic.com/photos/mtb/7002028_sqsmall_1554402458.jpg,https://cdn2.apstatic.com/photos/mtb/7002028_small_1554402458.jpg,https://cdn2.apstatic.com/photos/mtb/7002028_smallMed_1554402458.jpg,https://cdn2.apstatic.com/photos/mtb/7002028_medium_1554402458.jpg,8.8,1319,-1330,1004,274,-118.9031,34.2199,All Clear,Dry,2020-09-21 18:43:56
7015000,Sisar Canyon - Red Reef Loop,Recommended Route,A sustained fire road lollipop with breathtaking views of Ojai Valley and the surrounding mountains.,black,4,8,"Ojai, California",https://www.mtbproject.com/trail/7015000/sisar-canyon-red-reef-loop,https://cdn2.apstatic.com/photos/mtb/7010340_sqsmall_1554837867.jpg,https://cdn2.apstatic.com/photos/mtb/7010340_small_1554837867.jpg,https://cdn2.apstatic.com/photos/mtb/7010340_smallMed_1554837867.jpg,https://cdn2.apstatic.com/photos/mtb/7010340_medium_1554837867.jpg,17.8,3710,-3713,5263,1665,-119.1357,34.4434,Minor Issues,,2020-07-14 21:58:46
7034736,Hillyer - Silver Moccasin Loop,Recommended Route,The best trails in the Chilao area with just the essential climbs.,black,4.3,4,"Monrovia, California",https://www.mtbproject.com/trail/7034736/hillyer-silver-moccasin-loop,https://cdn2.apstatic.com/photos/mtb/5321967_sqsmall_1554330466.jpg,https://cdn2.apstatic.com/photos/mtb/5321967_small_1554330466.jpg,https://cdn2.apstatic.com/photos/mtb/5321967_smallMed_1554330466.jpg,https://cdn2.apstatic.com/photos/mtb/5321967_medium_1554330466.jpg,13.3,1649,-1639,6186,5172,-118.012,34.3311,Unknown,null,1970-01-01 00:00:00
7028255,Lukens/Grizzly Flat/Hoyt Mtn Loop,Recommended Route,"A challenging loop featuring a steep fire road climb, flowy singletrack descent, and a stretch down Angel's Crest.",blue,4,8,"La Cañada Flintridge, California",https://www.mtbproject.com/trail/7028255/lukensgrizzly-flathoyt-mtn-loop,https://cdn2.apstatic.com/photos/mtb/7019605_sqsmall_1554925406.jpg,https://cdn2.apstatic.com/photos/mtb/7019605_small_1554925406.jpg,https://cdn2.apstatic.com/photos/mtb/7019605_smallMed_1554925406.jpg,https://cdn2.apstatic.com/photos/mtb/7019605_medium_1554925406.jpg,11.4,1964,-1966,4047,2282,-118.1839,34.234,Unknown,null,1970-01-01 00:00:00
5325055,Peters Canyon,Recommended Route,An ideal place for beginners to build confidence and stamina.,blue,3.4,20,"North Tustin, California",https://www.mtbproject.com/trail/5325055/peters-canyon,https://cdn2.apstatic.com/photos/mtb/7007849_sqsmall_1554827887.jpg,https://cdn2.apstatic.com/photos/mtb/7007849_small_1554827887.jpg,https://cdn2.apstatic.com/photos/mtb/7007849_smallMed_1554827887.jpg,https://cdn2.apstatic.com/photos/mtb/7007849_medium_1554827887.jpg,5.6,376,-376,590,331,-117.7625,33.7847,All Clear,Dry,2020-09-20 11:16:19
7026195,O'Neill Regional Park,Recommended Route,"Water crossings, fun downhills, not-so-fun uphills (not too bad really), and wilderness.",blue,3.8,10,"Rancho Santa Margarita, California",https://www.mtbproject.com/trail/7026195/oneill-regional-park,https://img.youtube.com/vi/1862MM5CnzA/hqdefault.jpg,https://img.youtube.com/vi/1862MM5CnzA/hqdefault.jpg,https://img.youtube.com/vi/1862MM5CnzA/hqdefault.jpg,https://img.youtube.com/vi/1862MM5CnzA/hqdefault.jpg,15.4,892,-891,994,425,-117.6031,33.6497,All Clear,Dry,2020-08-30 11:50:27
7017628,Blue Ridge Loop,Recommended Route,A proper fire road climb to a ripping singletrack descent!,blue,4,8,"Wrightwood, California",https://www.mtbproject.com/trail/7017628/blue-ridge-loop,https://cdn2.apstatic.com/photos/mtb/7012336_sqsmall_1554844243.jpg,https://cdn2.apstatic.com/photos/mtb/7012336_small_1554844243.jpg,https://cdn2.apstatic.com/photos/mtb/7012336_smallMed_1554844243.jpg,https://cdn2.apstatic.com/photos/mtb/7012336_medium_1554844243.jpg,6.3,1089,-1098,7903,6807,-117.6893,34.3783,Unknown,null,1970-01-01 00:00:00
7040100,Stagecoach-Serrano Ridge Loop,Recommended Route,A nice 7-mile loop up Stagecoach Trail North to the Serrano Ridge Trail.,blue,4,6,"Laguna Woods, California",https://www.mtbproject.com/trail/7040100/stagecoach-serrano-ridge-loop,https://img.youtube.com/vi/jCAy384WBCg/hqdefault.jpg,https://img.youtube.com/vi/jCAy384WBCg/hqdefault.jpg,https://img.youtube.com/vi/jCAy384WBCg/hqdefault.jpg,https://img.youtube.com/vi/jCAy384WBCg/hqdefault.jpg,7.4,934,-931,849,348,-117.7632,33.6078,All Clear,,2020-10-18 09:16:16
7041205,Wood Canyon to Cholla to Mathis Canyon Loop,Recommended Route,"An XC loop of Aliso Creek for hardtail, XC, or more novice riders.",blueBlack,4,7,"Aliso Viejo, California",https://www.mtbproject.com/trail/7041205/wood-canyon-to-cholla-to-mathis-canyon-loop,https://cdn2.apstatic.com/photos/mtb/7015812_sqsmall_1554913335.jpg,https://cdn2.apstatic.com/photos/mtb/7015812_small_1554913335.jpg,https://cdn2.apstatic.com/photos/mtb/7015812_smallMed_1554913335.jpg,https://cdn2.apstatic.com/photos/mtb/7015812_medium_1554913335.jpg,10.9,790,-790,796,99,-117.7201,33.5516,All Clear,,2020-09-03 12:09:15
5320558,Southridge XC Course,Recommended Route,A Southern California classic cross-country race course part of the Kenda Cup West Series.,blueBlack,3.6,15,"Glen Avon, California",https://www.mtbproject.com/trail/5320558/southridge-xc-course,https://img.youtube.com/vi/e-WCMHCQf9M/hqdefault.jpg,https://img.youtube.com/vi/e-WCMHCQf9M/hqdefault.jpg,https://img.youtube.com/vi/e-WCMHCQf9M/hqdefault.jpg,https://img.youtube.com/vi/e-WCMHCQf9M/hqdefault.jpg,5.8,710,-708,1368,919,-117.4834,34.0403,Minor Issues,Dry - some deep ruts,2020-08-28 16:42:51
7002564,"Up ""The Beast,"" down Los Pinetos",Recommended Route,"Climb ""The Beast"" and earn your downhill run!",blueBlack,3.6,14,"Santa Clarita, California",https://www.mtbproject.com/trail/7002564/up-the-beast-down-los-pinetos,https://img.youtube.com/vi/qAKwubk5Q_A/hqdefault.jpg,https://img.youtube.com/vi/qAKwubk5Q_A/hqdefault.jpg,https://img.youtube.com/vi/qAKwubk5Q_A/hqdefault.jpg,https://img.youtube.com/vi/qAKwubk5Q_A/hqdefault.jpg,11.5,1994,-2020,3198,1389,-118.5004,34.3644,All Clear,,2020-09-12 09:03:31
6144528,Bell Mountain Loop,Recommended Route,Good mixed terrain. Some small rocky portions. Can be ridden in either direction.,blue,3.7,11,"Victorville, California",https://www.mtbproject.com/trail/6144528/bell-mountain-loop,https://cdn2.apstatic.com/photos/mtb/7001581_sqsmall_1554401814.jpg,https://cdn2.apstatic.com/photos/mtb/7001581_small_1554401814.jpg,https://cdn2.apstatic.com/photos/mtb/7001581_smallMed_1554401814.jpg,https://cdn2.apstatic.com/photos/mtb/7001581_medium_1554401814.jpg,8.3,344,-346,3198,2995,-117.2344,34.5575,Unknown,null,1970-01-01 00:00:00
7035081,South Shore to Santa Ana Loop,Recommended Route,"A big dirt road loop with big views, climbs, and descents.",blueBlack,4,3,"Big Bear Lake, California",https://www.mtbproject.com/trail/7035081/south-shore-to-santa-ana-loop,https://cdn2.apstatic.com/photos/mtb/7013090_sqsmall_1554845345.jpg,https://cdn2.apstatic.com/photos/mtb/7013090_small_1554845345.jpg,https://cdn2.apstatic.com/photos/mtb/7013090_smallMed_1554845345.jpg,https://cdn2.apstatic.com/photos/mtb/7013090_medium_1554845345.jpg,27.7,4549,-4549,8088,5047,-116.9099,34.2359,All Clear,Dry,2020-10-13 09:08:16
7038427,Horned Lizzard to Whiptail Loop,Recommended Route,A quick ride in La Costa Preserve with an easy warm up from the southwest side.,black,3.8,9,"Lake San Marcos, California",https://www.mtbproject.com/trail/7038427/horned-lizzard-to-whiptail-loop,https://cdn2.apstatic.com/photos/mtb/7022478_sqsmall_1554930645.jpg,https://cdn2.apstatic.com/photos/mtb/7022478_small_1554930645.jpg,https://cdn2.apstatic.com/photos/mtb/7022478_smallMed_1554930645.jpg,https://cdn2.apstatic.com/photos/mtb/7022478_medium_1554930645.jpg,5.4,730,-729,1023,387,-117.2258,33.0765,All Clear,Dry,2020-08-06 13:10:23
7012538,CHSP East,Recommended Route,"Best route in Chino Hills State Park; burly ascent, miles of fast and flowy downhill singletrack!",blue,4,4,"Los Serranos, California",https://www.mtbproject.com/trail/7012538/chsp-east,https://cdn2.apstatic.com/photos/mtb/7008791_sqsmall_1554829175.jpg,https://cdn2.apstatic.com/photos/mtb/7008791_small_1554829175.jpg,https://cdn2.apstatic.com/photos/mtb/7008791_smallMed_1554829175.jpg,https://cdn2.apstatic.com/photos/mtb/7008791_medium_1554829175.jpg,13.3,1693,-1692,1716,710,-117.6992,33.9198,Unknown,null,1970-01-01 00:00:00
7027793,Stough Canyon,Recommended Route,A relatively easy and enjoyable fire road climb to the La Tuna towers with several singletrack sections on the descent.,blueBlack,3.7,10,"Burbank, California",https://www.mtbproject.com/trail/7027793/stough-canyon,https://cdn2.apstatic.com/photos/mtb/7019256_sqsmall_1554924392.jpg,https://cdn2.apstatic.com/photos/mtb/7019256_small_1554924392.jpg,https://cdn2.apstatic.com/photos/mtb/7019256_smallMed_1554924392.jpg,https://cdn2.apstatic.com/photos/mtb/7019256_medium_1554924392.jpg,8.8,1829,-1828,3119,1510,-118.3066,34.213,Unknown,null,1970-01-01 00:00:00
7013172,Paradise Valley,Recommended Route,A tour of the north half of the Sugarloaf Peak trail system.,blueBlack,3.9,7,"Yuma, Arizona",https://www.mtbproject.com/trail/7013172/paradise-valley,https://cdn2.apstatic.com/photos/mtb/7021844_sqsmall_1554929606.jpg,https://cdn2.apstatic.com/photos/mtb/7021844_small_1554929606.jpg,https://cdn2.apstatic.com/photos/mtb/7021844_smallMed_1554929606.jpg,https://cdn2.apstatic.com/photos/mtb/7021844_medium_1554929606.jpg,14,1118,-1119,682,186,-114.4961,32.7589,Unknown,null,1970-01-01 00:00:00
4663946,Arroyo Burro Loop,Recommended Route,A nice Loop on the North Side of the Santa Ynez Mountains,blueBlack,3.7,10,"Mission Canyon, California",https://www.mtbproject.com/trail/4663946/arroyo-burro-loop,https://cdn2.apstatic.com/photos/mtb/4536498_sqsmall_1554328047.jpg,https://cdn2.apstatic.com/photos/mtb/4536498_small_1554328047.jpg,https://cdn2.apstatic.com/photos/mtb/4536498_smallMed_1554328047.jpg,https://cdn2.apstatic.com/photos/mtb/4536498_medium_1554328047.jpg,10.8,2190,-2194,3033,1007,-119.7747,34.5454,Unknown,null,1970-01-01 00:00:00
5663640,San Clemente Canyon,Recommended Route,Great flowing singletrack through oak trees and brush.,blue,3.3,15,"La Jolla, California",https://www.mtbproject.com/trail/5663640/san-clemente-canyon,https://cdn2.apstatic.com/photos/mtb/5655311_sqsmall_1554331613.jpg,https://cdn2.apstatic.com/photos/mtb/5655311_small_1554331613.jpg,https://cdn2.apstatic.com/photos/mtb/5655311_smallMed_1554331613.jpg,https://cdn2.apstatic.com/photos/mtb/5655311_medium_1554331613.jpg,9.8,311,-327,269,88,-117.2318,32.8328,Minor Issues,Dry,2020-07-20 19:14:01
7046997,"Santiago Oaks - ""The Whole Jalapeno""",Recommended Route,"A fun, hardy, 13.5 mile loop intro to some of Santiago Oaks and Irvine Regional's best trails systems.",blueBlack,4,2,"Villa Park, California",https://www.mtbproject.com/trail/7046997/santiago-oaks-the-whole-jalapeno,https://cdn2.apstatic.com/photos/mtb/7023883_sqsmall_1554932944.jpg,https://cdn2.apstatic.com/photos/mtb/7023883_small_1554932944.jpg,https://cdn2.apstatic.com/photos/mtb/7023883_smallMed_1554932944.jpg,https://cdn2.apstatic.com/photos/mtb/7023883_medium_1554932944.jpg,13.6,1156,-1153,1123,400,-117.7948,33.8162,All Clear,,2020-08-22 10:54:27
7002886,Four Corners Loop: Raptor to Southridge,Recommended Route,Three miles of rolling singletrack down and three miles of fire road up.,blueBlack,4,3,"Los Serranos, California",https://www.mtbproject.com/trail/7002886/four-corners-loop-raptor-to-southridge,https://cdn2.apstatic.com/photos/mtb/7008791_sqsmall_1554829175.jpg,https://cdn2.apstatic.com/photos/mtb/7008791_small_1554829175.jpg,https://cdn2.apstatic.com/photos/mtb/7008791_smallMed_1554829175.jpg,https://cdn2.apstatic.com/photos/mtb/7008791_medium_1554829175.jpg,5.7,700,-704,1371,723,-117.7382,33.9225,Unknown,null,1970-01-01 00:00:00
7013712,Lake Morena Loop,Recommended Route,"This ride checks many of the boxes, including technical climbs and fun downhills.",black,3.7,9,"Pine Valley, California",https://www.mtbproject.com/trail/7013712/lake-morena-loop,https://cdn2.apstatic.com/photos/mtb/7025426_sqsmall_1555002882.jpg,https://cdn2.apstatic.com/photos/mtb/7025426_small_1555002882.jpg,https://cdn2.apstatic.com/photos/mtb/7025426_smallMed_1555002882.jpg,https://cdn2.apstatic.com/photos/mtb/7025426_medium_1555002882.jpg,20.8,2841,-2841,4249,3106,-116.5401,32.7284,Unknown,null,1970-01-01 00:00:00
7019328,Haskell Canyon Open Space Ride,Recommended Route,"A grinding climb to rippin singletrack that has lots of air time features, tight turns, and some old wood features.",black,3.8,8,"Santa Clarita, California",https://www.mtbproject.com/trail/7019328/haskell-canyon-open-space-ride,https://cdn2.apstatic.com/photos/mtb/7013805_sqsmall_1554846337.jpg,https://cdn2.apstatic.com/photos/mtb/7013805_small_1554846337.jpg,https://cdn2.apstatic.com/photos/mtb/7013805_smallMed_1554846337.jpg,https://cdn2.apstatic.com/photos/mtb/7013805_medium_1554846337.jpg,2.5,508,-507,1845,1432,-118.5009,34.4607,Minor Issues,Fun downhill trail connecting to Walgreens wash trails,2020-10-14 11:28:30
4685921,Backbone Trail - Puerco Canyon Road Loop,Recommended Route,Killer Backbone Trail singletrack to Corral Canyon panorama with a descent to the ocean and back.,blueBlack,3.6,8,"Malibu, California",https://www.mtbproject.com/trail/4685921/backbone-trail-puerco-canyon-road-loop,https://cdn2.apstatic.com/photos/mtb/7006212_sqsmall_1554824784.jpg,https://cdn2.apstatic.com/photos/mtb/7006212_small_1554824784.jpg,https://cdn2.apstatic.com/photos/mtb/7006212_smallMed_1554824784.jpg,https://cdn2.apstatic.com/photos/mtb/7006212_medium_1554824784.jpg,26,4251,-4249,2264,35,-118.8154,34.0757,Unknown,null,1970-01-01 00:00:00
7025053,10-Mile Romp and Stomp,Recommended Route,"Six miles of romp, three miles of stomp, and one mile of poetic license.",blueBlack,4,3,"Yuma, Arizona",https://www.mtbproject.com/trail/7025053/10-mile-romp-and-stomp,https://cdn2.apstatic.com/photos/mtb/7022978_sqsmall_1554931451.jpg,https://cdn2.apstatic.com/photos/mtb/7022978_small_1554931451.jpg,https://cdn2.apstatic.com/photos/mtb/7022978_smallMed_1554931451.jpg,https://cdn2.apstatic.com/photos/mtb/7022978_medium_1554931451.jpg,9,548,-549,368,175,-114.4962,32.7588,Unknown,null,1970-01-01 00:00:00
7000366,Mt. Wilson Shuttle,Recommended Route,"Awesome singletrack that drops ~5,000 ft in 7 miles with almost no uphill!",blueBlack,3.8,5,"Sierra Madre, California",https://www.mtbproject.com/trail/7000366/mt-wilson-shuttle,https://cdn2.apstatic.com/photos/mtb/7033511_sqsmall_1570501501.jpg,https://cdn2.apstatic.com/photos/mtb/7033511_small_1570501501.jpg,https://cdn2.apstatic.com/photos/mtb/7033511_smallMed_1570501501.jpg,https://cdn2.apstatic.com/photos/mtb/7033511_medium_1570501501.jpg,6.9,193,-4876,5657,973,-118.0629,34.2229,Unknown,null,1970-01-01 00:00:00
7028438,Tecolote Canyon Ride,Recommended Route,"A nice, easy ride from Clairemont to the Tecolote Nature Center near Mission Bay..",blue,3.4,14,"La Jolla, California",https://www.mtbproject.com/trail/7028438/tecolote-canyon-ride,https://cdn2.apstatic.com/photos/mtb/7031816_sqsmall_1562471532.jpg,https://cdn2.apstatic.com/photos/mtb/7031816_small_1562471532.jpg,https://cdn2.apstatic.com/photos/mtb/7031816_smallMed_1562471532.jpg,https://cdn2.apstatic.com/photos/mtb/7031816_medium_1562471532.jpg,5.9,202,-525,359,36,-117.1972,32.8326,Unknown,null,1970-01-01 00:00:00
7012571,Dos Vientos Tour,Recommended Route,A tour of the best singletrack offered in Dos Vientos.,blue,3.3,15,"Casa Conejo, California",https://www.mtbproject.com/trail/7012571/dos-vientos-tour,https://cdn2.apstatic.com/photos/mtb/7009610_sqsmall_1554830700.jpg,https://cdn2.apstatic.com/photos/mtb/7009610_small_1554830700.jpg,https://cdn2.apstatic.com/photos/mtb/7009610_smallMed_1554830700.jpg,https://cdn2.apstatic.com/photos/mtb/7009610_medium_1554830700.jpg,12.2,1261,-1261,1158,718,-118.9644,34.1705,Unknown,null,1970-01-01 00:00:00
